uuid,uid,survey_id,survey_name,form_type,tr_code,type,period_days,period_start,period_end,qtext,suff_qtext,first_text,close_seg_text,all_seg_text,all_text,all_context,all_inclusions,all_exclusions,sci_download_date,sci_scrape_date,sci_file_name,sci_folder_name
218_0001_C_215,218_0001_C_215,218,Occupational Pension Schemes Survey,0001,C_215,boolean,365,01/01/2016,31/12/2016,Earnings above the upper earnings limit up to the earnings cap?,Earnings above the upper earnings limit up to the earnings cap?,Earnings above the upper earnings limit up to the earnings cap?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include any of the following:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include any of the following:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include any of the following: ||| Earnings above the upper earnings limit up to the earnings cap?,Questionnaire for defined-benefit schemes,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_216,218_0001_C_216,218,Occupational Pension Schemes Survey,0001,C_216,boolean,365,01/01/2016,31/12/2016,The definition of pensionable earnings is discretionary,The definition of pensionable earnings is discretionary,The definition of pensionable earnings is discretionary,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include any of the following:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include any of the following:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include any of the following: ||| The definition of pensionable earnings is discretionary,Questionnaire for defined-benefit schemes,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_217,218_0001_C_217,218,Occupational Pension Schemes Survey,0001,C_217,boolean,365,01/01/2016,31/12/2016,Basic salary?,Do the earnings on which contributions are paid include: ||| Basic salary?,Basic salary?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include: ||| Basic salary?,Questionnaire for defined-benefit schemes,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_218,218_0001_C_218,218,Occupational Pension Schemes Survey,0001,C_218,boolean,365,01/01/2016,31/12/2016,Overtime payments?,Do the earnings on which contributions are paid include: ||| Overtime payments?,Overtime payments?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include: ||| Overtime payments?,Questionnaire for defined-benefit schemes,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_219,218_0001_C_219,218,Occupational Pension Schemes Survey,0001,C_219,boolean,365,01/01/2016,31/12/2016,Shift premium payments?,Do the earnings on which contributions are paid include: ||| Shift premium payments?,Shift premium payments?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include: ||| Shift premium payments?,Questionnaire for defined-benefit schemes,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_220,218_0001_C_220,218,Occupational Pension Schemes Survey,0001,C_220,boolean,365,01/01/2016,31/12/2016,Bonus/incentive payments?,Do the earnings on which contributions are paid include: ||| Bonus/incentive payments?,Bonus/incentive payments?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include: ||| Bonus/incentive payments?,Questionnaire for defined-benefit schemes,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_221,218_0001_C_221,218,Occupational Pension Schemes Survey,0001,C_221,boolean,365,01/01/2016,31/12/2016,Other?,Do the earnings on which contributions are paid include: ||| Other?,Other?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include: ||| Other?,Questionnaire for defined-benefit schemes,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_222,218_0001_C_222,218,Occupational Pension Schemes Survey,0001,C_222,boolean,365,01/01/2016,31/12/2016,The earnings for a period or point in time up to 12 months before retirement,The earnings for a period or point in time up to 12 months before retirement,The earnings for a period or point in time up to 12 months before retirement,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| How are pensionable earnings used for calculating benefits at retirement defined?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| How are pensionable earnings used for calculating benefits at retirement defined?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| How are pensionable earnings used for calculating benefits at retirement defined? ||| The earnings for a period or point in time up to 12 months before retirement,Questionnaire for defined-benefit schemes ||| For example: the earnings at retirement; the best 3 months earnings in previous 12 months; the earnings on 6 April; annual earnings,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_223,218_0001_C_223,218,Occupational Pension Schemes Survey,0001,C_223,boolean,365,01/01/2016,31/12/2016,The best year’s earnings from a fixed period before retirement,The best year’s earnings from a fixed period before retirement,The best year’s earnings from a fixed period before retirement,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| How are pensionable earnings used for calculating benefits at retirement defined?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| How are pensionable earnings used for calculating benefits at retirement defined?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| How are pensionable earnings used for calculating benefits at retirement defined? ||| The best year’s earnings from a fixed period before retirement,Questionnaire for defined-benefit schemes ||| For example: the best year’s earnings in the 3 years before retirement,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_224,218_0001_C_224,218,Occupational Pension Schemes Survey,0001,C_224,boolean,365,01/01/2016,31/12/2016,The average earnings for a fixed period before retirement,The average earnings for a fixed period before retirement,The average earnings for a fixed period before retirement,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| How are pensionable earnings used for calculating benefits at retirement defined?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| How are pensionable earnings used for calculating benefits at retirement defined?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| How are pensionable earnings used for calculating benefits at retirement defined? ||| The average earnings for a fixed period before retirement,Questionnaire for defined-benefit schemes ||| For example: the average earnings in the 3 years before retirement,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_225,218_0001_C_225,218,Occupational Pension Schemes Survey,0001,C_225,boolean,365,01/01/2016,31/12/2016,The average earnings from a selected number of years for a fixed period before retirement,The average earnings from a selected number of years for a fixed period before retirement,The average earnings from a selected number of years for a fixed period before retirement,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| How are pensionable earnings used for calculating benefits at retirement defined?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| How are pensionable earnings used for calculating benefits at retirement defined?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| How are pensionable earnings used for calculating benefits at retirement defined? ||| The average earnings from a selected number of years for a fixed period before retirement,Questionnaire for defined-benefit schemes ||| For example: the average earnings for the best 3 years out of the previous 10,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_230,218_0001_C_230,218,Occupational Pension Schemes Survey,0001,C_230,boolean,365,01/01/2016,31/12/2016,Other,How are pensionable earnings used for calculating benefits at retirement defined? ||| Other,Other,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| How are pensionable earnings used for calculating benefits at retirement defined?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| How are pensionable earnings used for calculating benefits at retirement defined?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| How are pensionable earnings used for calculating benefits at retirement defined? ||| Other,Questionnaire for defined-benefit schemes,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
